"","p_cncr5110","p_cncr9580","p_cncr4211","p_cntrl2241","p_cncr6852","p_cncr5544","p_cntrl9937","p_cntrl1122","p_cncr4638","p_cncr2102","p_cncr8112","p_cncr8965","p_cncr1395","p_cncr9847","p_cncr8363","p_cntrl8280","p_cntrl1827","p_cntrl1351","p_cncr6369","p_cncr5171","p_cncr1414","p_cncr2842","p_cncr5302","p_cncr6214","p_cncr4923","p_cntrl9973","p_cntrl4742","p_cntrl6491","p_cntrl7387","p_cncr7481"
"01000010000111000100",2612671,231481,70971,730943,3207,202941,3549403,17740,52114,102268,9596,28600364,27532,102689,152064,5445,447119,114973564,657713,452437,439724,12665044,8650876,19036,13538806,274822,1364345,397056,89239,109889
"11100001100000001111",85205,7257,57355,32196,170621,6911,2513161,158917,1275,3761765,16214,49,304911,5277,20481,429562,10157,2335335,73298,148646,26293,17832,24065,6224,3835676,26,1062,3103,28692,119029
"00010000110001110010",49317,7970,26973,1074765,28823,37139,604362,850404,23375630,4142,255,7969,13888,6882,1987527,384906,144190,101726,452228,39958,5881,247,17,2388,93510,3571144,8371647,3206361,25503,4445
"11101101100100111000",191303,232485,855877,718930,2276466,47,179567,2313,432043,1794936,1650,172383,88470,365931,285137,71575,38058,214484,5706,242463,42703,54197,20715491,44855,1501,34893,272520,185791,2105371,253348
"10101010111111111110",2665,2289388,275116,3678,281427,323186,28155,16532663,20099,20048,247022,259358,161423,228193,1997641,748,11954,850,220381,703842,7262,238383,12345,165853,77805,837,1885,4510,6373,194093
"10101011000001001000",122,119893,2652560,5473,97786,37880,11107,2495,195190,195077,32766,370,1569,426,5239,6244,220958,140136,252951,1030486,47564,6211,5889,8288,12100,190423,32983,4827,340928,579794
"00110000011110011011",4713,33012,3195,64810,339500,397,11989,219188,6437,99522,59524,17238,757,93375,54468,40673,55054,46931,68161,21272,12194284,125164,167917,6162,33457,143263,76376,646834,2567446,61278
"01011010100100110010",27609,1141,69607,47590231,4296997,79769,259718,203953,25852,7240,2867,14856,11354,116430,279409,1911739,17069538,53480,46483,650738,891,22002,86967,124243,536937,255627,3521,356020,12469,11940
"01110101000110001100",777760,1769,2726,69975,63229,78,322458,7630670,6767083,28727,3352219,527251,117750,37618,997255,26574,133582,385611,1374,2659,3347,14877,3283113,34031,248997,44981,113460,4940,35251,900592
"01101111011011101010",3072,146565,2031,18553,12306,4839551,31778,2850,11306139,37267,2517067,536138,6158,675717,11760883,3281,31221,25587,1580843,558330,5362,649027,47350,339855,2436,27203,11032,775,297752,351
"01001011011101100000",39909,1158505,4800,912,6458,8939477,3024,21219,454380,27383,116036,22970,20933436,16657,238311,369568,12276,64727,1313,31,8736,90678,34442,1368021,40195432,30220,97,26478,11505,46314
"10101110111110011000",2929,110551,2924582,15582,107531,48636,1679,3591,532901,929858,3737,1002524,128407,718397,752606,110522,7363,2644,648793,208233,47156,1229182,37386,652151,357096,34471,728237,219972,17403,258763
"00110110110101001001",1075489,767956,289,26199,18301,69615,943554,2463327,270523,489488,66,291265,2822,3559839,743089,46453,357845,43084,5373,25996,59497,22533,2160,9574,253054,3551368,43451077,13315,3091,7501
"01010101011000100000",98518,450715,9851646,1812,34,1714,11331,28988,41394,8266,363185,14546,964,2556,2582,187504,11178,120483,69268,13428805,19823,2723,46835,11240045,2325,637196,11167,166632,445050,6725648
"10101111111010000000",593737,3947183,196222,711,1857923,973,83,670067,23946,4824535,40498,449667,86401,584689,102973,6090,9032,10048,67884,14906,67189,352619,7379856,63741,1297955,761,1180,9120,140771,16645
"01111011011111100011",2159376,58823,279933,80658,6813,55919,1016016,735538,351116,34955,70,237710,519,3756215,705923,11246,682343,1338,268301,136589,610356,520,28,232754,205924,5183181,24982,9421,1309,257957
"10111101100001001010",14259,21974,3742,127010,933,102,195704,611286,1661,293,3679,11127,633,661416,80176,126987,84743,374706,11664,7815,51264,322,5,1215,315,5119230,35406,10601,696139,36762
"10101000001011111011",565761,100364,7209036,36145,382926,1848082,50018,23597,21823493,51901,3389170,376,142280,87807,8869,40175,1078120,102150,457501,16453,5803133,204293,135014,169420,23717,180329,60450,22302,162507,19298
"00110110011110110001",71429,257332,84075,733,15517,156371,238277,429,945201,157,10193962,22927,105401,14887,446988,1367,16134,201846,28173,1056162,26116,1063186,943,17039,165302,348258,33459,3069,680,1223196
"01010000111011100011",162928,216995,71,57463,7164,2127415,105813,2522614,10752,5094761,219,114763,2997,523,115644,6634,34270,4256283,20907,50689,18010,5578,2,500,7432,56121,253290,7967109,476,3371
"10110100001001101100",112096,8448,379,973982,3878,11500,16634,5786,94483,149893,36,115,13730,3565,59017,68083,197440,6020,1998,881,71271,186970,2,8247,33460,5728612,25321,39633847,1190,2730
"01001001011000100000",1721,6955,7232,1663564,76104,432488,2119,1027430,23558,1172,111329,1841523,105540,11699,9208,474957,40076,20312539,35862,6279564,387566,110786,15918,54252,853,180735,2506319,73595,557,56749
"00001010011010110000",65253,714466,5730,43055,308077,2171760,2,46730,108982,510,10811069,30512,384552,413550,75754,680,9886,80668,144484,18327,124471,275420,53202,195472,246586,17656,33424,162360,3050511,1562231
"10110101101000011101",148405,88121,35488,640,67061,3218,51712,230319,495786,17461,1784740,18016,51293,9504,45885,994830,1569443,13257,4474937,81484,689151,31747,3167,133534,10495,48578,9517,82120,3412,12639
"00111011000011111010",1214145,13694,30002,16219,332222,404874,6060,578345,8964,2482,77,169291,11151,6464,3836,23382,944463,5354,71126,1170,95764,14051,158,4553,18865,17208,1460533,13732,34464,20929
"10011011000101010011",22866,30124,3003,496955,3219,91297,65619,44749,12544,95420,6843,243,96193,1880,2645,871283,11049,86771,5224,82,4314,120,94,1884,57186,639326,2856464,6095497,22916,4780
"11111111001110101000",3425030,17724,3055202,110698,6314,4021,54884,23354,587539,6360484,117254,784587,1123,477722,251765,22369,1276096,1634897,5250,1581848,1262222,1064746,405856,26037,284769,323559,12700,190030,32633,24446
"10011110101101100110",16807,252823,87410,45565,2909,568,270982,21238,65865,1117,768,2409,1385842,658,60373,658,65857,5194,49644,14201,27992,4576,19,3475,15402,487648,971173,6508373,5301,5032
"10000001111001001010",9011,15253,5865079,479184,149339,42067,22401,61728,450773,24515,942,665935,2946,125218,639327,8402,27931,909954,1409569,195960,9013,60625,90757,7434,1511011,13801,5167,121337,28803,54513
"01000011101011011101",74564,231187,114454,288168,52985,24299245,81758,43253,2630096,2017266,957928,61424,3111,15232,42765,776318,233929,27585,830647,2399826,5077,175053,24726,83630,93172,66253,57311,1100930,12017,66204
"11001000100101110100",205,128859,131337,50756,504,3129760,2921,843306,377694,14508,403277,938752,4864892,62357,889141,598453,32586,38418,59181,6129,94662,277210,136186,2855,25461,979651,3863411,3953029,18425,30914
"10101111101000011000",363084,154371,589604,2155239,86225,13511,12376603,51474,114554,65479,33996381,229,374,20533,24505,1996709,5,30607,46433,30277,103129,738,63279,260741,16210,70426,119235,101666,17297,216
"00010011001011111010",9761621,3588,500,24462,3935,501360,453436,5564,4375,17980,1283,703693,11513,1765952,105593,99708,16826,36269,34170,14143,93409,125962,632,67267,1197,169591,8045970,6660,18497,85556
"00000110001011111010",2034935,85861,659798,115611,61415,14352,125361,190132,13813,7832,1989,260164,279711,1220836,305,16605670,134821,12904206,25373,223472,255491,11569,441140,195,30142,7965,24213,253569,1689116,1403
"01010111111101010100",310567,640362,2096,3252,179,34122,31831,48730,64496,86539,589,35371,3434,699627,4916061,582786,6069,154866,3563,3364,23909,8,0,632,338879,956321,4337,59566,4516,1375
"01011101000111100000",136405,1685697,8469,231556,183367,216251,873228,74181,48941,996,1051,9048,3197,549744,49137,122288,134169,41674,46771,9692,13061,96568,42,52652,15215,65425,591,499245,12465,159915
"11011110111011111001",4889,54002,104129,13169,15236,19851,1237219,1684029,458991,24739,310,352086,221622,30965,281957,176,168216,38587,3730,113439,45811,130780,672,131244,1541,14408,70325,1320093,4644,15275
"01001001001111101010",4167,2158,14776,25312,64240,11874,557487,50045,502563,186438,361842,17744,50332,10502,1291340,1726,738546,7632672,9789060,26785,131801,2333035,15847,245,12542,1804,8903,15883,594184,1887089
"10110111011110110100",3974345,225377,10377229,442821,106686,12684,550756,330721,31729,381874,12038,3988,4207,863737,1578729,134980,1850,16705,13851,22643,256498,3914,53103,200206,56953,1022687,419319,5610668,1906,514458
"00010000011010011111",50345,2907250,107803,30568,9457022,358883,11253,4910,994,791232,2258,1386,75701,38778,20836,23243,858709,53113,128640,19312,80827,326957,41343,39328,17832,99287,2906,28950,765,366497
"00011011101001100011",320469,2490,951,432620,2393,1095947,155985877,140121,65498,7991,103,112293,769,8306,5538,11316,794669,82460,36046,2985,8597,862,1,1021,53098,10053,1636960,1697492,66338,2
"00001100010111000101",28846,30803,5769093,261444,3788,15526,45097,1653,17954,69062,87752,354053,13215,15260,3579,615429,458800,379725,33044,120836,4964,5024,8744074,3049,144020,8788,69344,7555,198279,6474
"10100011101001111110",1054053,2289,147064,19691,240,2252,7462,24025,525503,1079147,6189,20789,732967,132185,10283,2804607,130727,16755880,86590,5553543,163,21985,954,3295021,1993157,1971592,746550,485018,5375954,23863
"01000101011010000000",101978,24835,150612,5005,25346,95653,340131,2700949,390042,10138,35601,179855,143474,54424,1081388,319353,43091,2530,382830,215004,160072,261451,61346,363708,5995,4299,1108458,31146,29360,668780
"11010000111100001001",1855445,79424,163,201755,88383,1072,601201,11567,20161,111215,17052,89309,17637646,62376,197648,1160850,41760,68268,8604,32988,1345,13434,359282,1666,102836,172839,1111,1679959,2429,2048448
"00101111111100111101",170079,2479,11558,9038,330338,5444798,67447,2120493,2157543,9058,35821,223240,274326,12958682,7357756,167446,39289,263643,204440,230610,55059,16616,610844,45919,481175,134929,825,37267,243510,857
"11000100101100011010",18731,10050,429994,1465802,140150,609,396079,688549,5368228,681,359,1957450,100015,103632,9885,198,155992,36384,70504,725156,87569,205226,30679752,18830,3531,183959,1743648,7918,182151,3359
"11001110111100000111",7927,40282,405755,257294,859186,3822162,238,26370,385051,111526,250484,50421,439416,3278948,123267,38005,29905,16316,16565,138378,237327,9332,1389,368941,172776,68281,58839,97551,6,5331
"10010001001111100010",2116,123323,3409,97611,2020,734382,470507,3915,13378,18919,185,20901,20005,25030,2409,890,488200,4633,1263,198,4212,13911,25,24180,324705,999720,8797,2250911,7,187706
"11100110001101110111",128638,275069,222029,81754,1430,19773,159355,1756635,13064,99081,31869,1394,73645,101143,1929277,221,784050,70719,2201981,2930,1248318,15491,2331497,3194152,114462,436161,5834,17108,251351,4684
"10111100011000111101",2486,669508,7907,6452,69398,413116,2487480,1274,152792,326538,1388420,68132,37717,605132,5841,564130,44616,9001,39934,202431,6077,324774,775,651,55344,3428,308018,78851,16632,4291604
"10111101110111011011",112757,13432591,569092,2285,15423,8675,110839,32905,149782,1896,24,169046,20654,147162,148989,59214,331921338,33017,1484,6031,21799,961,13,25991,47,2388053,1223977,95357,799,98507
"11111000100010000111",103161,187086,247414,58622,5308,9573,316781,1202178,1930,134915,674315,8296,6133,1974,163264,453556,49305,1386,25462,149914,13464,696611,983,67863,199138,3079,5287,1880110,9552,18428
"01110101100110101011",247135,433220,89127,102365,546315,28000,47764,24102,105,121195,6211,25871,691735,2424088,8070,1064707,679576,78497,9517,296,95480,6722,1156973,623957,781627,2646985,83735,5223,23538,12143
"00001111101100001011",17060,1562,9844,154796,59101,5823,115057,3556,6145,383690,407454,101690,215678,6921,676,2227,13419,561366,299614,97343,405789,1302,63254,813214,19653,117504,142878,301426,19689,23746
"11010110011000010101",113029,2702621,284522,602499,128953,1598043,75556,2810680,168585,455821,583085,116322,1168824,34557,229496,3194,217078,51405,702397,33273,29470,17714,4408,12878737,11080,202145,14886,257329,2405,224491
"01001110011001001100",23393,39296,5413646,479124,24718,135430,551924,4080057,147098,380199,5037,49690,6278,201888,1445767,36167,85582,426415,4598983,109405,1033792,4604850,12714,181135,8448,1162834,85870,11608,19234,2809117
"00110100001011011001",43979,350539,18022,3917239,173,13514,7697816,519341,413207,157982,40,1270,9892,565310,64939,161729,3464,11815,36858,47836,533662,6097,21,105765,60677,1833131,3971721,125939,7509,6689
"10100011000100100001",668410,27294,1504,4155,556,57202,2797,30651,11005,2113,269641,2762,169252,3621911,28809,216,197988,99303,108088,116013,356843,3048801,66720,125504,4540,21720,459747,8493,7294,420
"00001111011000100001",332360,7435,117262,81721,84072,247499,197229,61763,2726,108,358597,8435,168570,368,899,383,35981,446393,61360,425895,193221,436260,29903,672,612249,265656,2806394,186468,61492,209029
"01001011101111111001",437929,4260,5456,15370,16050,752,390970,3007,1748,2962150,1683,87128,285023,6740,212275,362106,142,4274,33757,101399,889889,14798,375840,64210,55288,315392,299185,203137,5349,5855
"11000110011011110100",11984,133177,266931,388934,1042607,65707,37202,100566,858700,57000,1051529,668176,24495,339199,350222,80644,21677,98595,78864,913918,2937217,96038,709091,5613,4123087,4644,196842,7439,316165,7912044
"10100011110000011001",1037693,52579,10245,179695,1450161,3142034,4481520,46388,896353,58201,33980,20679,1530088,408203,386,59323,1025,49998,121818,75745,3738649,26994,1667807,43519,29680,283,316548,42858,30052,7576
"01110011111001001001",128991,1141062,1476,22267,19697,554537,80,463026,1075432,34080,170,228874,239469,231823,15788,63526,3661,201420,174288,135,4496,915,1347,27145,1218,61645,195538,2545806,10659,1355
"10100101111111100100",443,494221,555872,59411,34024,92082,12785,993,4175616,5710947,10141,1316762,413,3081555,38448,146235,38227,950,46062,3553931,1567145,3654,306220,4239,28198,4437276,128117,1624,545,62841
"11100010110001100100",3863,24892,3070,1310,48421,412285,144923,757165,158671,236613,98416,42218,4046479,9875954,192507,1602,207039,48517,205170,129206,34710,3928,25962,3706,28365,25931,199941,9559,107538,2782
"10011011110011111101",606254,1344,22305,40058,70477,44608,1238,194172,1487310,21697,1158,13803,1293,52476,1610997,11403,4599,4345,236,115753,7680,6814,3,328039,13142,15916,24404,47377,157,15130
"01000100011000010110",115523,56599,70345,6897,635902,1137751,49266,1665,7346,108645,11027,32939,228029,9685,37354,11004273,159557,10117,50411,6966,2493,143078,7058,2891,62246,2127,3751,5306,132085,10068
"01101001010000011101",120164,3285,16158,8448,383244,2885348,64183,9099,2562,211341,21690,389937,10565,1831931,938,544167,47730,33299,9930,60114,26563,2120,2327081,96093,604069,11873577,3648512,40629,36557,20919
"01011000000010010101",3689,5209246,2564051,260676,1138274,123258,11788,101729,2218437,1251498,100926,153669,25210,11482616,7655,202030,343,863874,1286941,1020,192080,1801,111411,27622,526423,20100,809495,11878,171232,36814
"00101110100010101010",5737558,6359,143393,35250,2493095,4681,105914,447415,81197,326909,452,96335,1899,21357,135986,3691267,37040,9867,5569509,52143,9387,3824,97675,14505,18953,338,436933,5183260,1931635,40326
"11001010011011101011",310875,89777,36359193,161496,647767,9075,107492,6700295,279748,4692,100794,2272146,84311,79144,47880002,222,1370,348504,17194,6139,28386207,16417,2884369,315499,37453,924,36518,143879,22399,8875
"11010011100101000100",1869,149270,4318,18009,490,30329,97119,364444,6545,4719,491,1351815,64005,711,933,40476,121127,155577,5289,5481,11550,430,13,21642,4798,628048,264372,10449934,1578,267180
"00100000111000111010",1759,29411,975354,110737,192547,92411,31456579,124061,1413,376090,5813,8963,27321,2870,696608,4467683,136669,21581,720384,556982,5434,20212,3292,890830,540054,7617,829844,1531873,297,3437
"00011000010101010100",6751,31599,9920,62,845,25498,2492,6947,332320,6690464,76,17926,21241,291504,450,101108,39106,11886,29766,433557,1435,920,1253,105379,5541,2081,36853,35967,1769,17822
"01111011011011001001",1753781,358925,1847,185828,9909,5672,22571,6254,101450,9164,25513,19428,167478,1059328,248493,10376,738179,4349,44802,324474,566074,696,83,41015,69742,78848,906908,153004,80,18425
"10001001000011100111",416661,77150,319055,5079599,15891,104481,2267267,32753,104116,102425,24824,1523,50938,38703,23508,75529,450273,58348,698831,717898,11202,3218782,363836,1056,6802,6365453,5949,3896326,651614,29854
"00100011110100010001",822293,1015311,1919901,5412931,23721,10869,3650,306082,26743,1356207,2262,79664,1706438,775119,131508,7739,6333848,14487,534517,2410,2102588,42263,2899981,768,572194,187,10998,7157,1378,254416
"10110100100100101011",32394,320674,536,78056,17039,33883,135602,17800,120356,86802,4013,12303,1347,2931973,13552,2304287,18020,37256,24666,126729,10148,5991,192574,957639,14444,128990,130397,4809701,23054,5042
"01100110011100101101",149175,448181,1820696,39747,113540,33083,16685,29849,61314,2330,521243,7239,62724,190673,88520,217539,75166,48642,2187025,95,8640,138,166170,2138,4991833,167520,344725,48390,233,112905
